File.accession	File.format	File.type	File.format.type	Output.type	File.assembly	Experiment.accession	Assay	Biosample.term.id	Biosample.term.name	Biosample.type	Biosample.organism	Biosample.treatments	Biosample.treatments.amount	Biosample.treatments.duration	Biosample.genetic.modifications.methods	Biosample.genetic.modifications.categories	Biosample.genetic.modifications.targets	Biosample.genetic.modifications.gene.targets	Biosample.genetic.modifications.site.coordinates	Biosample.genetic.modifications.zygosity	Experiment.target	Library.made.from	Library.depleted.in	Library.extraction.method	Library.lysis.method	Library.crosslinking.method	Library.strand.specific	Experiment.date.released	Project	RBNS.protein.concentration	Library.fragmentation.method	Library.size.range	Biological.replicate.s.	Technical.replicate.s.	Read.length	Mapped.read.length	Run.type	Paired.end	Paired.with	Index.of	Derived.from	Size	Lab	md5sum	dbxrefs	File.download.URL	Genome.annotation	Platform	Controlled.by	File.Status	s3_uri	File.analysis.title	File.analysis.status	Audit.WARNING	Audit.NOT_COMPLIANT	Audit.ERROR	Life.Stage
ENCFF208DJA	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR641SDI	Histone ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2018-12-11	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF632ADC/, /files/ENCFF647ALP/, /files/ENCFF356LFX/	1973814	ENCODE Processing Pipeline	dec6ce11b5ae29a1bcda26ab11855484	NA	https://www.encodeproject.org/files/ENCFF208DJA/@@download/ENCFF208DJA.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/23/b7f4bb98-b2e4-4f5b-93f0-255dbaeb5dcd/ENCFF208DJA.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF579OOI	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR758KRK	Histone ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2019-02-12	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF161BPR/, /files/ENCFF831CSZ/, /files/ENCFF356LFX/	1100899	ENCODE Processing Pipeline	44fc8a1b14bd5caffc1b2eeb5f782312	NA	https://www.encodeproject.org/files/ENCFF579OOI/@@download/ENCFF579OOI.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/23/e6205bdb-b4e2-4006-9940-6c48473f2f00/ENCFF579OOI.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF814RAE	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR837SGJ	Histone ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-11-03	ENCODE	NA	sonication (generic)	200-600	1	1_1	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF473KLH/, /files/ENCFF730ZVH/	1951441	ENCODE Processing Pipeline	539b4852a1fa99a8d7280ae31272e0d8	NA	https://www.encodeproject.org/files/ENCFF814RAE/@@download/ENCFF814RAE.bed.gz	NA	NA	NA	released	s3://encode-public/2020/08/14/c7c42e91-31f7-4d8d-951f-8e89640f952c/ENCFF814RAE.bed.gz	ENCODE4 GRCh38	released		NA	NA	Adult
ENCFF310DII	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR440PMP	Histone ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2019-08-01	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF689CVK/, /files/ENCFF356LFX/, /files/ENCFF367NZC/	1692488	ENCODE Processing Pipeline	84c0246ef1f8a8e40db4e2c995b07d0a	NA	https://www.encodeproject.org/files/ENCFF310DII/@@download/ENCFF310DII.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/22/acb9067f-50e2-4ec7-9c40-3ba7918c2dd0/ENCFF310DII.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF498SSN	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR137ZID	Histone ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-10	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF710XOX/, /files/ENCFF356LFX/, /files/ENCFF127TJQ/	1348892	ENCODE Processing Pipeline	dfa9505859c8215f21c0b7cd4c2df908	NA	https://www.encodeproject.org/files/ENCFF498SSN/@@download/ENCFF498SSN.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/db3d24ca-1f90-4615-9fb7-79b6e012efba/ENCFF498SSN.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF610VHP	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR868ZOR	Histone ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-10	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF605JPC/, /files/ENCFF939BNJ/	684561	ENCODE Processing Pipeline	199b34152b741d138f1c15bd3640cd9d	NA	https://www.encodeproject.org/files/ENCFF610VHP/@@download/ENCFF610VHP.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/969a80c7-ecaa-493b-b87a-5e440e860dd0/ENCFF610VHP.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF714JDQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR245GEV	Histone ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-10	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF982TKE/, /files/ENCFF356LFX/, /files/ENCFF589NAM/	782437	ENCODE Processing Pipeline	03712150022b7686c3438fcac653d13b	NA	https://www.encodeproject.org/files/ENCFF714JDQ/@@download/ENCFF714JDQ.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/01fdb7c1-8eae-4119-a457-753d3080e12b/ENCFF714JDQ.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF154ZCF	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR687ZCM	Histone ChIP-seq	UBERON:0001383	muscle of leg	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2013-07-31	Roadmap	NA	NA	NA	1	1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF073DWR/, /files/ENCFF433PIY/	2295089	ENCODE Processing Pipeline	9baa6b67610074dadde8cbe545aebf9d	NA	https://www.encodeproject.org/files/ENCFF154ZCF/@@download/ENCFF154ZCF.bed.gz	NA	NA	NA	released	s3://encode-public/2020/10/19/b24ffb71-ea70-4550-a10b-404a453ef997/ENCFF154ZCF.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read length, control low read depth, mild to moderate bottlenecking	NA		Embryo
ENCFF859UCD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR775FTU	Histone ChIP-seq	UBERON:0001774	muscle of trunk	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2013-07-31	Roadmap	NA	NA	NA	1	1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF158UYI/, /files/ENCFF171TAQ/, /files/ENCFF356LFX/	1402705	ENCODE Processing Pipeline	c080379b1b92fd3922338c9024f73ca2	NA	https://www.encodeproject.org/files/ENCFF859UCD/@@download/ENCFF859UCD.bed.gz	NA	NA	NA	released	s3://encode-public/2020/10/10/1ac6b9c1-a735-4e43-92a5-876d16d4575d/ENCFF859UCD.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read depth, low read length	NA		Embryo
ENCFF778VTG	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR717HIA	Histone ChIP-seq	UBERON:0001987	placenta	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2013-07-31	Roadmap	NA	NA	NA	1	1_1	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF085NAD/, /files/ENCFF629QMU/	2421348	ENCODE Processing Pipeline	1e9ef61501bda89d75f047fdc6b90d3e	NA	https://www.encodeproject.org/files/ENCFF778VTG/@@download/ENCFF778VTG.bed.gz	NA	NA	NA	released	s3://encode-public/2021/01/29/9d80b0b6-eabd-4ca4-8233-e08b01af36c8/ENCFF778VTG.bed.gz	ENCODE4 v1.7.0 GRCh38	released		NA	missing antibody	Embryo
ENCFF874GTL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR028QEA	Histone ChIP-seq	UBERON:0001987	placenta	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2013-07-31	Roadmap	NA	NA	NA	1	1_1	NA	NA	NA	NA	NA	NA	/files/ENCFF227UGL/, /files/ENCFF356LFX/, /files/ENCFF085NAD/	1999925	ENCODE Processing Pipeline	c8281feab86b154d40747f0265152245	NA	https://www.encodeproject.org/files/ENCFF874GTL/@@download/ENCFF874GTL.bed.gz	NA	NA	NA	released	s3://encode-public/2021/01/29/9d19d6a6-efad-4a02-9ec1-0a105f714e30/ENCFF874GTL.bed.gz	ENCODE4 v1.7.0 GRCh38	released		NA	missing antibody	Embryo
ENCFF138WNV	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR500YBS	Histone ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2019-02-12	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF044TOH/, /files/ENCFF356LFX/, /files/ENCFF408NBC/	1973997	ENCODE Processing Pipeline	d02625941fe5672cd49181a60e58f5ec	NA	https://www.encodeproject.org/files/ENCFF138WNV/@@download/ENCFF138WNV.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/22/38f989bb-8412-4fbd-80fa-6f6ad186005c/ENCFF138WNV.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF270GEZ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR716FUH	Histone ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-11-05	ENCODE	NA	sonication (generic)	200-600	1	1_1	NA	NA	NA	NA	NA	NA	/files/ENCFF571NYD/, /files/ENCFF356LFX/, /files/ENCFF042BIN/, /files/ENCFF112LAG/	1730323	ENCODE Processing Pipeline	2957efe176915032c25bb1c2ed2f073c	NA	https://www.encodeproject.org/files/ENCFF270GEZ/@@download/ENCFF270GEZ.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/17/9ad361e3-7b68-4c17-a3ac-7caa73f2d755/ENCFF270GEZ.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF065ZDX	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR203KCB	Histone ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-05-23	ENCODE	NA	sonication (generic)	200-600	1, 2	1_1, 1_2, 2_3, 2_4	NA	NA	NA	NA	NA	NA	/files/ENCFF659FLH/, /files/ENCFF882ARS/, /files/ENCFF026FWC/, /files/ENCFF356LFX/	1541020	ENCODE Processing Pipeline	9221c4214494afc5d274c4f893cc671d	NA	https://www.encodeproject.org/files/ENCFF065ZDX/@@download/ENCFF065ZDX.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/17/7327265b-7a2b-4d6e-9684-23f7e37dec02/ENCFF065ZDX.bed.gz	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity	NA	NA	Adult
ENCFF153OUB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR074ECR	Histone ChIP-seq	UBERON:0002078	right cardiac atrium	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2013-07-31	Roadmap	NA		NA	1	1_1	NA	NA	NA	NA	NA	NA	/files/ENCFF406XBZ/, /files/ENCFF356LFX/, /files/ENCFF059ZMO/	2493498	ENCODE Processing Pipeline	3f6f34d3b39e51414e7f4bb5c34f4ccd	NA	https://www.encodeproject.org/files/ENCFF153OUB/@@download/ENCFF153OUB.bed.gz	NA	NA	NA	released	s3://encode-public/2020/10/10/68b8270a-2246-444a-bfb5-49486c19aae5/ENCFF153OUB.bed.gz	ENCODE4 v1.5.1 GRCh38	released	control low read depth, mild to moderate bottlenecking, low read length, moderate library complexity	NA	NA	Adult
ENCFF749JEY	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR240GDT	Histone ChIP-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-15	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF193CSY/, /files/ENCFF356LFX/, /files/ENCFF082NII/	1597908	ENCODE Processing Pipeline	1d934873eefea6c2935124c786bd32ed	NA	https://www.encodeproject.org/files/ENCFF749JEY/@@download/ENCFF749JEY.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/473a5df9-f7d4-40ea-88f5-2946c6e3770b/ENCFF749JEY.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF797XLL	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR370OQJ	Histone ChIP-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-15	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF501OYL/, /files/ENCFF356LFX/, /files/ENCFF886CGW/	1234976	ENCODE Processing Pipeline	8740420b4478725698f88f3509089c91	NA	https://www.encodeproject.org/files/ENCFF797XLL/@@download/ENCFF797XLL.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/8a59b2f9-32eb-4c6f-8151-708453ac6016/ENCFF797XLL.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF499HFY	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR702OVJ	Histone ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2018-12-11	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF818CUQ/, /files/ENCFF536MLZ/	1623832	ENCODE Processing Pipeline	3dfa2333b25e9d2453854445e85f7d56	NA	https://www.encodeproject.org/files/ENCFF499HFY/@@download/ENCFF499HFY.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/22/8536c0a6-cc08-43d1-931a-9866e9508d37/ENCFF499HFY.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF007OIY	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR989PTS	Histone ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-15	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF971XWL/, /files/ENCFF356LFX/, /files/ENCFF577MXW/	1312264	ENCODE Processing Pipeline	564968478b867696ad94b9c49e627383	NA	https://www.encodeproject.org/files/ENCFF007OIY/@@download/ENCFF007OIY.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/fd1127e4-a2f0-4091-abf2-166c7fb7e73d/ENCFF007OIY.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF635VBV	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR854OXF	Histone ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2016-11-03	ENCODE	NA	sonication (generic)	200-600	1	1_1	NA	NA	NA	NA	NA	NA	/files/ENCFF284LSK/, /files/ENCFF356LFX/, /files/ENCFF730PAF/	1756404	ENCODE Processing Pipeline	43f2cd9e231dbec50038d15dc040c668	NA	https://www.encodeproject.org/files/ENCFF635VBV/@@download/ENCFF635VBV.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/17/f6ba6e20-e61c-432c-a0ce-4dd138815da1/ENCFF635VBV.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
ENCFF214YFB	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR863BVD	Histone ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-15	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF372VNC/, /files/ENCFF356LFX/, /files/ENCFF796NPP/	1473305	ENCODE Processing Pipeline	28d943a27a9c9584ee90f6a290f4df56	NA	https://www.encodeproject.org/files/ENCFF214YFB/@@download/ENCFF214YFB.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/f8e96cbf-bc19-4fac-815d-2fa4102d604d/ENCFF214YFB.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF805FFP	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR564WJA	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-10	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF772XIK/, /files/ENCFF371OWK/	741602	ENCODE Processing Pipeline	4fa14862a8b77e1b936a2a92e0023993	NA	https://www.encodeproject.org/files/ENCFF805FFP/@@download/ENCFF805FFP.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/c67af1d2-7b95-4051-82e1-93eea09f3b82/ENCFF805FFP.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF758DTU	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR343DFX	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-10	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF233UJK/, /files/ENCFF041GWX/	1155555	ENCODE Processing Pipeline	e2d4110ebbb14e8ed0f23ab146f4fc0d	NA	https://www.encodeproject.org/files/ENCFF758DTU/@@download/ENCFF758DTU.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/7c7078ce-d824-42ae-9053-022c8e339145/ENCFF758DTU.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF862CEW	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR401KZW	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-03	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF254QJF/, /files/ENCFF899XME/	1341199	ENCODE Processing Pipeline	d682701af210d83cc07308b308041b04	NA	https://www.encodeproject.org/files/ENCFF862CEW/@@download/ENCFF862CEW.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/32e06cb6-744f-4a98-9b9d-000a95c1800d/ENCFF862CEW.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF574FYX	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR655XLM	Histone ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2013-07-31	Roadmap	NA			1	1_1	NA	NA		NA	NA	NA	/files/ENCFF213PPX/, /files/ENCFF356LFX/, /files/ENCFF153PJI/	1302873	ENCODE Processing Pipeline	393d9fbbd8ba79a47392538fa748be11		https://www.encodeproject.org/files/ENCFF574FYX/@@download/ENCFF574FYX.bed.gz	NA			released	s3://encode-public/2020/10/10/ef5d60de-35c5-4197-896d-ad158e0bbdef/ENCFF574FYX.bed.gz	ENCODE4 v1.5.1 GRCh38	released	control low read depth, low read depth, mild to moderate bottlenecking, moderate library complexity			Adult
ENCFF898XDK	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR892XFG	Histone ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2013-07-31	Roadmap	NA	NA	NA	1	1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF910XCM/, /files/ENCFF356LFX/, /files/ENCFF964EKZ/	1962177	ENCODE Processing Pipeline	81af9fb1a9827f819e368c444df401cb	NA	https://www.encodeproject.org/files/ENCFF898XDK/@@download/ENCFF898XDK.bed.gz	NA	NA	NA	released	s3://encode-public/2020/10/10/ed85c592-f3e6-495f-8101-72a704c612af/ENCFF898XDK.bed.gz	ENCODE4 v1.5.1 GRCh38	released	low read length	NA		Embryo
ENCFF418XDA	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR438SPO	Histone ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2013-07-31	Roadmap	NA			1	1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF967FJV/, /files/ENCFF356LFX/, /files/ENCFF155UTY/	1349059	ENCODE Processing Pipeline	8a9d5b06701be19a013a5c14a939eb79	NA	https://www.encodeproject.org/files/ENCFF418XDA/@@download/ENCFF418XDA.bed.gz	NA	NA	NA	released	s3://encode-public/2021/01/29/5367b731-6b3d-45f6-84e0-def8881e3221/ENCFF418XDA.bed.gz	ENCODE4 v1.7.0 GRCh38	released	low read depth, low read length	NA	NA	Adult
ENCFF737HGQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR230BWN	Histone ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2013-07-31	Roadmap	NA			1	1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF074IDP/, /files/ENCFF356LFX/, /files/ENCFF642NET/	1581787	ENCODE Processing Pipeline	744fb8d41a19c623988505f5d28a04fc	NA	https://www.encodeproject.org/files/ENCFF737HGQ/@@download/ENCFF737HGQ.bed.gz	NA	NA	NA	released	s3://encode-public/2021/01/29/5959bbb5-25d7-47ff-b054-b138c696cc64/ENCFF737HGQ.bed.gz	ENCODE4 v1.7.0 GRCh38	released	low read depth, inconsistent platforms, low read length	NA	NA	Adult
ENCFF683QWQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR494WCX	Histone ChIP-seq	UBERON:0002168	left lung	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2020-09-10	ENCODE	NA	sonication (generic)	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF483IDW/, /files/ENCFF827RIY/, /files/ENCFF356LFX/	1622709	ENCODE Processing Pipeline	da5f699e60fe954a5ed383677782b0c6	NA	https://www.encodeproject.org/files/ENCFF683QWQ/@@download/ENCFF683QWQ.bed.gz	NA	NA	NA	released	s3://encode-public/2020/07/23/713a4c4f-09c8-47d6-b74b-a54fa94b5bfa/ENCFF683QWQ.bed.gz	ENCODE4 v1.5.0 GRCh38	released		NA	NA	Adult
ENCFF487FOU	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR086QZY	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	H3K27ac-human	DNA	NA	NA	NA	NA	NA	2018-12-15	ENCODE	NA	none	200-600	1	1_1, 1_2	NA	NA	NA	NA	NA	NA	/files/ENCFF356LFX/, /files/ENCFF539YXJ/, /files/ENCFF377LEU/	1168243	ENCODE Processing Pipeline	079f1093e96711b91cac480f6fbcb121	NA	https://www.encodeproject.org/files/ENCFF487FOU/@@download/ENCFF487FOU.bed.gz	NA	NA	NA	released	s3://encode-public/2020/09/24/9de24874-c4bb-4477-842d-4b5cb6a24544/ENCFF487FOU.bed.gz	ENCODE4 v1.5.1 GRCh38	released		NA	NA	Adult
